shapeName,shapeISO,shapeID,shapeGroup,shapeType,CNTRY_NAME,ADMIN_NAME,CNTRY_CODE,IPUM2015,MUNI2015,PARENT
Santiago Laollaga,None,MEX-ADM2-1590546715-B1247,MEX,ADM2,Mexico,Santiago Laollaga,484,020472,20472,020
Santo Domingo de Morelos,None,MEX-ADM2-1590546715-B1248,MEX,ADM2,Mexico,Santo Domingo de Morelos,484,020509,20509,020
San Pedro Jaltepetongo,None,MEX-ADM2-1590546715-B1249,MEX,ADM2,Mexico,San Pedro Jaltepetongo,484,020311,20311,020
San Miguel Tlacotepec,None,MEX-ADM2-1590546715-B1250,MEX,ADM2,Mexico,San Miguel Tlacotepec,484,020286,20286,020
San Pedro Tida�,None,MEX-ADM2-1590546715-B1251,MEX,ADM2,Mexico,San Pedro Tidaá,484,020331,20331,020
Chahuites,None,MEX-ADM2-1590546715-B1252,MEX,ADM2,Mexico,Chahuites,484,020025,20025,020
San Mateo Pi�as,None,MEX-ADM2-1590546715-B1253,MEX,ADM2,Mexico,San Mateo Piñas,484,020253,20253,020
San Ildefonso Amatl�n,None,MEX-ADM2-1590546715-B1254,MEX,ADM2,Mexico,San Ildefonso Amatlán,484,020154,20154,020
Fresnillo de Trujano,None,MEX-ADM2-1590546715-B1255,MEX,ADM2,Mexico,Fresnillo de Trujano,484,020032,20032,020
El Barrio de la Soledad,None,MEX-ADM2-1590546715-B1256,MEX,ADM2,Mexico,El Barrio de la Soledad,484,020010,20010,020
San Baltazar Loxicha,None,MEX-ADM2-1590546715-B1257,MEX,ADM2,Mexico,San Baltazar Loxicha,484,020113,20113,020
Tepelmeme Villa de Morelos,None,MEX-ADM2-1590546715-B1258,MEX,ADM2,Mexico,Tepelmeme Villa de Morelos,484,020548,20548,020
San Juan Quiotepec,None,MEX-ADM2-1590546715-B1259,MEX,ADM2,Mexico,San Juan Quiotepec,484,020214,20214,020
Mixistl�n de la Reforma,None,MEX-ADM2-1590546715-B1260,MEX,ADM2,Mexico,Mixistlán de la Reforma,484,020060,20060,020
Santiago Camotl�n,None,MEX-ADM2-1590546715-B1261,MEX,ADM2,Mexico,Santiago Camotlán,484,020457,20457,020
Santa Mar�a Jacatepec,None,MEX-ADM2-1590546715-B1262,MEX,ADM2,Mexico,San José Chiltepec,484,020166,20166,020
San Ildefonso Villa Alta,None,MEX-ADM2-1590546715-B1263,MEX,ADM2,Mexico,San Ildefonso Villa Alta,484,020156,20156,020
San Juan Comaltepec,None,MEX-ADM2-1590546715-B1264,MEX,ADM2,Mexico,San Juan Comaltepec,484,020189,20189,020
Santiago Minas,None,MEX-ADM2-1590546715-B1265,MEX,ADM2,Mexico,Santiago Minas,484,020477,20477,020
San Juan Mixtepec,None,MEX-ADM2-1590546715-B1266,MEX,ADM2,Mexico,San Juan Mixtepec - distr. 08,484,020208,20208,020
San Antonio Huitepec,None,MEX-ADM2-1590546715-B1267,MEX,ADM2,Mexico,San Antonio Huitepec,484,020108,20108,020
San Baltazar Yatzachi el Bajo,None,MEX-ADM2-1590546715-B1268,MEX,ADM2,Mexico,San Baltazar Yatzachi el Bajo,484,020114,20114,020
San Agust�n de las Juntas,None,MEX-ADM2-1590546715-B1269,MEX,ADM2,Mexico,San Agustín de las Juntas,484,020083,20083,020
San Agust�n Loxicha,None,MEX-ADM2-1590546715-B1270,MEX,ADM2,Mexico,San Agustín Loxicha,484,020085,20085,020
San Pedro el Alto,None,MEX-ADM2-1590546715-B1271,MEX,ADM2,Mexico,San Pedro el Alto,484,020306,20306,020
San Marcos Arteaga,None,MEX-ADM2-1590546715-B1272,MEX,ADM2,Mexico,San Marcos Arteaga,484,020237,20237,020
Santa Catarina Ixtepeji,None,MEX-ADM2-1590546715-B1273,MEX,ADM2,Mexico,Santa Catarina Ixtepeji,484,020363,20363,020
Pluma Hidalgo,None,MEX-ADM2-1590546715-B1274,MEX,ADM2,Mexico,Pluma Hidalgo,484,020071,20071,020
San Bernardo Mixtepec,None,MEX-ADM2-1590546715-B1275,MEX,ADM2,Mexico,San Bernardo Mixtepec,484,020123,20123,020
Santiago Ayuquililla,None,MEX-ADM2-1590546715-B1276,MEX,ADM2,Mexico,Santiago Ayuquililla,484,020455,20455,020
San Miguel Tenango,None,MEX-ADM2-1590546715-B1277,MEX,ADM2,Mexico,San Miguel Tenango,484,020282,20282,020
San Juan Coatz�spam,None,MEX-ADM2-1590546715-B1278,MEX,ADM2,Mexico,San Juan Coatzóspam,484,020187,20187,020
Santa Mar�a Pe�oles,None,MEX-ADM2-1590546715-B1279,MEX,ADM2,Mexico,Santa María Peñoles,484,020426,20426,020
San Mateo Yucutindoo,None,MEX-ADM2-1590546715-B1280,MEX,ADM2,Mexico,Santiago Textitlán,484,020491,20491,020
Heroica Ciudad de Juchit�n de,None,MEX-ADM2-1590546715-B1281,MEX,ADM2,Mexico,Heroica Ciudad de Juchitán de Zaragoza,484,020043,20043,020
San Mateo Sindihui,None,MEX-ADM2-1590546715-B1282,MEX,ADM2,Mexico,San Mateo Sindihui,484,020255,20255,020
Coatecas Altas,None,MEX-ADM2-1590546715-B1283,MEX,ADM2,Mexico,Coatecas Altas,484,020015,20015,020
San Jorge Nuchita,None,MEX-ADM2-1590546715-B1284,MEX,ADM2,Mexico,San Jorge Nuchita,484,020164,20164,020
San Pablo Macuiltianguis,None,MEX-ADM2-1590546715-B1285,MEX,ADM2,Mexico,San Pablo Macuiltianguis,484,020296,20296,020
San Jer�nimo Silacayoapilla,None,MEX-ADM2-1590546715-B1286,MEX,ADM2,Mexico,San Jerónimo Silacayoapilla,484,020160,20160,020
Santa Mar�a Zaniza,None,MEX-ADM2-1590546715-B1287,MEX,ADM2,Mexico,Santa María Zaniza,484,020448,20448,020
San Pedro Teutila,None,MEX-ADM2-1590546715-B1288,MEX,ADM2,Mexico,San Pedro Teutila,484,020330,20330,020
San Pedro y San Pablo Ayutla,None,MEX-ADM2-1590546715-B1289,MEX,ADM2,Mexico,San Pedro y San Pablo Ayutla,484,020337,20337,020
Teotitl�n de Flores Mag�n,None,MEX-ADM2-1590546715-B1290,MEX,ADM2,Mexico,San Antonio Nanahuatípam,484,020109,20109,020
Magdalena Pe�asco,None,MEX-ADM2-1590546715-B1291,MEX,ADM2,Mexico,Magdalena Peñasco,484,020050,20050,020
Tanetze de Zaragoza,None,MEX-ADM2-1590546715-B1292,MEX,ADM2,Mexico,Tanetze de Zaragoza,484,020541,20541,020
San Mateo Yoloxochitl�n,None,MEX-ADM2-1590546715-B1293,MEX,ADM2,Mexico,San Mateo Yoloxochitlán,484,020249,20249,020
Santiago Tenango,None,MEX-ADM2-1590546715-B1294,MEX,ADM2,Mexico,Santiago Tenango,484,020487,20487,020
Santa Mar�a Yosoy�a,None,MEX-ADM2-1590546715-B1295,MEX,ADM2,Mexico,Santa María Yosoyúa,484,020445,20445,020
San Miguel del R�o,None,MEX-ADM2-1590546715-B1296,MEX,ADM2,Mexico,San Miguel del Río,484,020267,20267,020
Santo Domingo Roayaga,None,MEX-ADM2-1590546715-B1297,MEX,ADM2,Mexico,Santo Domingo Roayaga,484,020514,20514,020
Yaxe,None,MEX-ADM2-1590546715-B1298,MEX,ADM2,Mexico,Yaxe,484,020561,20561,020
Villa Sola de Vega,None,MEX-ADM2-1590546715-B1299,MEX,ADM2,Mexico,Villa Sola de Vega,484,020277,20277,020
San Juan Atepec,None,MEX-ADM2-1590546715-B1300,MEX,ADM2,Mexico,San Juan Atepec,484,020173,20173,020
San Pablo Coatl�n,None,MEX-ADM2-1590546715-B1301,MEX,ADM2,Mexico,San Pablo Coatlán,484,020291,20291,020
Santo Domingo Tepuxtepec,None,MEX-ADM2-1590546715-B1302,MEX,ADM2,Mexico,Santo Domingo Tepuxtepec,484,020517,20517,020
San Lucas Quiavin�,None,MEX-ADM2-1590546715-B1303,MEX,ADM2,Mexico,San Lucas Quiaviní,484,020233,20233,020
San Pedro M�rtir Yucuxaco,None,MEX-ADM2-1590546715-B1304,MEX,ADM2,Mexico,San Pedro Mártir Yucuxaco,484,020317,20317,020
San Francisco Chind�a,None,MEX-ADM2-1590546715-B1305,MEX,ADM2,Mexico,San Francisco Chindúa,484,020140,20140,020
San Dionisio del Mar,None,MEX-ADM2-1590546715-B1306,MEX,ADM2,Mexico,San Dionisio del Mar,484,020130,20130,020
Ci�nega de Zimatl�n,None,MEX-ADM2-1590546715-B1307,MEX,ADM2,Mexico,Ciénega de Zimatlán,484,020013,20013,020
San Juan Bautista Valle Nacio*,None,MEX-ADM2-1590546715-B1308,MEX,ADM2,Mexico,San Juan Bautista Valle Nacional,484,020559,20559,020
Tataltepec de Vald�s,None,MEX-ADM2-1590546715-B1309,MEX,ADM2,Mexico,Tataltepec de Valdés,484,020543,20543,020
Santa Cruz Zenzontepec,None,MEX-ADM2-1590546715-B1310,MEX,ADM2,Mexico,Santa Cruz Zenzontepec,484,020386,20386,020
Huautla de Jim�nez,None,MEX-ADM2-1590546715-B1311,MEX,ADM2,Mexico,Huautla de Jiménez,484,020041,20041,020
Santiago Niltepec,None,MEX-ADM2-1590546715-B1312,MEX,ADM2,Mexico,Santiago Niltepec,484,020066,20066,020
Chiquihuitl�n de Benito Ju�r,None,MEX-ADM2-1590546715-B1313,MEX,ADM2,Mexico,Chiquihuitlán de Benito Juárez,484,020027,20027,020
Santa Catalina Quier�,None,MEX-ADM2-1590546715-B1314,MEX,ADM2,Mexico,Santa Catalina Quierí,484,020361,20361,020
Santo Domingo Petapa,None,MEX-ADM2-1590546715-B1315,MEX,ADM2,Mexico,Santo Domingo Petapa,484,020513,20513,020
San Pedro Quiatoni,None,MEX-ADM2-1590546715-B1316,MEX,ADM2,Mexico,San Pedro Quiatoni,484,020325,20325,020
San Sim�n Almolongas,None,MEX-ADM2-1590546715-B1317,MEX,ADM2,Mexico,San Simón Almolongas,484,020351,20351,020
Teococuilco de Marcos P�rez,None,MEX-ADM2-1590546715-B1318,MEX,ADM2,Mexico,Teococuilco de Marcos Pérez,484,020544,20544,020
Villa Hidalgo,None,MEX-ADM2-1590546715-B1319,MEX,ADM2,Mexico,Villa Hidalgo,484,020038,20038,020
Villa Talea de Castro,None,MEX-ADM2-1590546715-B1320,MEX,ADM2,Mexico,Villa Talea de Castro,484,020280,20280,020
San Pablo Cuatro Venados,None,MEX-ADM2-1590546715-B1321,MEX,ADM2,Mexico,San Pablo Cuatro Venados,484,020292,20292,020
Santa Catarina Loxicha,None,MEX-ADM2-1590546715-B1322,MEX,ADM2,Mexico,Santa Catarina Loxicha,484,020366,20366,020
Santa Mar�a Tecomavaca,None,MEX-ADM2-1590546715-B1323,MEX,ADM2,Mexico,Santa María Tecomavaca,484,020431,20431,020
Santo Domingo Chihuit�n,None,MEX-ADM2-1590546715-B1324,MEX,ADM2,Mexico,Santo Domingo Chihuitán,484,020508,20508,020
San Pedro Y�lox,None,MEX-ADM2-1590546715-B1325,MEX,ADM2,Mexico,San Pedro Yólox,484,020336,20336,020
Santo Domingo Zanatepec,None,MEX-ADM2-1590546715-B1326,MEX,ADM2,Mexico,Santo Domingo Zanatepec,484,020525,20525,020
Santiago Nuyo�,None,MEX-ADM2-1590546715-B1327,MEX,ADM2,Mexico,Santiago Nuyoó,484,020481,20481,020
Zapotitl�n Lagunas,None,MEX-ADM2-1590546715-B1328,MEX,ADM2,Mexico,Zapotitlán Lagunas,484,020567,20567,020
San Jos� Chiltepec,None,MEX-ADM2-1590546715-B1329,MEX,ADM2,Mexico,San José Chiltepec,484,020166,20166,020
San Jer�nimo Sosola,None,MEX-ADM2-1590546715-B1330,MEX,ADM2,Mexico,San Jerónimo Sosola,484,020161,20161,020
Ayotzintepec,None,MEX-ADM2-1590546715-B1331,MEX,ADM2,Mexico,Ayotzintepec,484,020009,20009,020
San Gabriel Mixtepec,None,MEX-ADM2-1590546715-B1332,MEX,ADM2,Mexico,San Gabriel Mixtepec,484,020153,20153,020
San Jer�nimo Tlacochahuaya,None,MEX-ADM2-1590546715-B1333,MEX,ADM2,Mexico,San Jerónimo Tlacochahuaya,484,020550,20550,020
San Ildefonso Sola,None,MEX-ADM2-1590546715-B1334,MEX,ADM2,Mexico,San Ildefonso Sola,484,020155,20155,020
Santa Mar�a Zacatepec,None,MEX-ADM2-1590546715-B1335,MEX,ADM2,Mexico,Santa María Zacatepec,484,020447,20447,020
Santa Mar�a Chacho�pam,None,MEX-ADM2-1590546715-B1336,MEX,ADM2,Mexico,Santa María Chachoápam,484,020404,20404,020
Santa Mar�a Tlahuitoltepec,None,MEX-ADM2-1590546715-B1337,MEX,ADM2,Mexico,Santa María Tlahuitoltepec,484,020437,20437,020
San Miguel Peras,None,MEX-ADM2-1590546715-B1338,MEX,ADM2,Mexico,San Miguel Peras,484,020273,20273,020
San Pedro Amuzgos,None,MEX-ADM2-1590546715-B1339,MEX,ADM2,Mexico,San Pedro Amuzgos,484,020300,20300,020
Santiago Tapextla,None,MEX-ADM2-1590546715-B1340,MEX,ADM2,Mexico,Santiago Tapextla,484,020485,20485,020
San Felipe Usila,None,MEX-ADM2-1590546715-B1341,MEX,ADM2,Mexico,San Felipe Usila,484,020136,20136,020
San Bartolo Soyaltepec,None,MEX-ADM2-1590546715-B1342,MEX,ADM2,Mexico,San Bartolo Soyaltepec,484,020121,20121,020
Santa Mar�a Alotepec,None,MEX-ADM2-1590546715-B1343,MEX,ADM2,Mexico,Santa María Alotepec,484,020394,20394,020
San Francisco Cahuacu�,None,MEX-ADM2-1590546715-B1344,MEX,ADM2,Mexico,San Francisco Cahuacuá,484,020137,20137,020
San Jer�nimo Tec�atl,None,MEX-ADM2-1590546715-B1345,MEX,ADM2,Mexico,San Jerónimo Tecóatl,484,020163,20163,020
San Miguel Suchixtepec,None,MEX-ADM2-1590546715-B1346,MEX,ADM2,Mexico,San Miguel Suchixtepec,484,020279,20279,020
San Mateo Pe�asco,None,MEX-ADM2-1590546715-B1347,MEX,ADM2,Mexico,San Mateo Peñasco,484,020252,20252,020
Santo Domingo Nuxa�,None,MEX-ADM2-1590546715-B1348,MEX,ADM2,Mexico,Santo Domingo Nuxaá,484,020511,20511,020
Santa Mar�a Tonameca,None,MEX-ADM2-1590546715-B1349,MEX,ADM2,Mexico,Santa María Tonameca,484,020439,20439,020
Chalcatongo de Hidalgo,None,MEX-ADM2-1590546715-B1350,MEX,ADM2,Mexico,Chalcatongo de Hidalgo,484,020026,20026,020
San Jos� Lachiguiri,None,MEX-ADM2-1590546715-B1351,MEX,ADM2,Mexico,San José Lachiguiri,484,020170,20170,020
Santiago Comaltepec,None,MEX-ADM2-1590546715-B1352,MEX,ADM2,Mexico,Santiago Comaltepec,484,020458,20458,020
San Juan del R�o,None,MEX-ADM2-1590546715-B1353,MEX,ADM2,Mexico,San Juan del Río,484,020194,20194,020
San Juan Colorado,None,MEX-ADM2-1590546715-B1354,MEX,ADM2,Mexico,San Juan Colorado,484,020188,20188,020
Heroica Villa Tezoatl�n de Se,None,MEX-ADM2-1590546715-B1355,MEX,ADM2,Mexico,"Heroica Villa Tezoatlán de Segura y Luna, Cuna de la Independencia de Oaxaca",484,020549,20549,020
San Juan Bautista Atatlahuca,None,MEX-ADM2-1590546715-B1356,MEX,ADM2,Mexico,San Juan Bautista Atatlahuca,484,020175,20175,020
San Juan Lachao,None,MEX-ADM2-1590546715-B1357,MEX,ADM2,Mexico,San Juan Lachao,484,020202,20202,020
San Marcial Ozolotepec,None,MEX-ADM2-1590546715-B1358,MEX,ADM2,Mexico,San Marcial Ozolotepec,484,020236,20236,020
San Juan Quiahije,None,MEX-ADM2-1590546715-B1359,MEX,ADM2,Mexico,San Juan Quiahije,484,020213,20213,020
Santa Mar�a Colotepec,None,MEX-ADM2-1590546715-B1360,MEX,ADM2,Mexico,Santa María Colotepec,484,020401,20401,020
Santa Mar�a Ixcatl�n,None,MEX-ADM2-1590546715-B1361,MEX,ADM2,Mexico,Santa María Ixcatlán,484,020416,20416,020
San Juan Tamazola,None,MEX-ADM2-1590546715-B1362,MEX,ADM2,Mexico,San Juan Tamazola,484,020217,20217,020
San Miguel Quetzaltepec,None,MEX-ADM2-1590546715-B1363,MEX,ADM2,Mexico,San Miguel Quetzaltepec,484,020275,20275,020
San Juan Yatzona,None,MEX-ADM2-1590546715-B1364,MEX,ADM2,Mexico,San Juan Yatzona,484,020223,20223,020
Magdalena Jaltepec,None,MEX-ADM2-1590546715-B1365,MEX,ADM2,Mexico,Magdalena Jaltepec,484,020046,20046,020
Asunci�n Ixtaltepec,None,MEX-ADM2-1590546715-B1366,MEX,ADM2,Mexico,Asunción Ixtaltepec,484,020005,20005,020
Ayoquezco de Aldama,None,MEX-ADM2-1590546715-B1367,MEX,ADM2,Mexico,Ayoquezco de Aldama,484,020398,20398,020
Santa Mar�a Xadani,None,MEX-ADM2-1590546715-B1368,MEX,ADM2,Mexico,Santa María Xadani,484,020441,20441,020
San Andr�s Cabecera Nueva,None,MEX-ADM2-1590546715-B1369,MEX,ADM2,Mexico,San Andrés Cabecera Nueva,484,020088,20088,020
San Andr�s Solaga,None,MEX-ADM2-1590546715-B1370,MEX,ADM2,Mexico,San Andrés Solaga,484,020097,20097,020
Santa Mar�a Ipalapa,None,MEX-ADM2-1590546715-B1371,MEX,ADM2,Mexico,Santa María Ipalapa,484,020415,20415,020
San Pedro Teozacoalco,None,MEX-ADM2-1590546715-B1372,MEX,ADM2,Mexico,San Miguel Piedras,484,020274,20274,020
La Compa��a,None,MEX-ADM2-1590546715-B1373,MEX,ADM2,Mexico,La Compañía,484,020017,20017,020
San Blas Atempa,None,MEX-ADM2-1590546715-B1374,MEX,ADM2,Mexico,San Blas Atempa,484,020124,20124,020
San Bartolom� Loxicha,None,MEX-ADM2-1590546715-B1375,MEX,ADM2,Mexico,San Bartolomé Loxicha,484,020117,20117,020
Santa Cruz Xoxocotl�n,None,MEX-ADM2-1590546715-B1376,MEX,ADM2,Mexico,Santa Cruz Xoxocotlán,484,020385,20385,020
San Miguel Chimalapa,None,MEX-ADM2-1590546715-B1377,MEX,ADM2,Mexico,San Miguel Chimalapa,484,020265,20265,020
San Luis Amatl�n,None,MEX-ADM2-1590546715-B1378,MEX,ADM2,Mexico,San Luis Amatlán,484,020235,20235,020
Santa Mar�a Huazolotitl�n,None,MEX-ADM2-1590546715-B1379,MEX,ADM2,Mexico,Santa María Huazolotitlán,484,020414,20414,020
Soledad Etla,None,MEX-ADM2-1590546715-B1380,MEX,ADM2,Mexico,Soledad Etla,484,020539,20539,020
Santa Luc�a Monteverde,None,MEX-ADM2-1590546715-B1381,MEX,ADM2,Mexico,Santa Lucía Monteverde,484,020392,20392,020
San Felipe Jalapa de D�az,None,MEX-ADM2-1590546715-B1382,MEX,ADM2,Mexico,San Felipe Jalapa de Díaz,484,020134,20134,020
Santa Mar�a Guelac�,None,MEX-ADM2-1590546715-B1383,MEX,ADM2,Mexico,Santa María Guelacé,484,020411,20411,020
Asunci�n Cuyotepeji,None,MEX-ADM2-1590546715-B1384,MEX,ADM2,Mexico,Asunción Cuyotepeji,484,020004,20004,020
Mesones Hidalgo,None,MEX-ADM2-1590546715-B1385,MEX,ADM2,Mexico,Mesones Hidalgo,484,020037,20037,020
San Lucas Camotl�n,None,MEX-ADM2-1590546715-B1386,MEX,ADM2,Mexico,San Lucas Camotlán,484,020231,20231,020
Santiago Lalopa,None,MEX-ADM2-1590546715-B1387,MEX,ADM2,Mexico,Santiago Lalopa,484,020471,20471,020
Santa Cruz Tayata,None,MEX-ADM2-1590546715-B1388,MEX,ADM2,Mexico,Santa Cruz Tayata,484,020383,20383,020
Santa Cruz Xitla,None,MEX-ADM2-1590546715-B1389,MEX,ADM2,Mexico,Santa Cruz Xitla,484,020384,20384,020
San Francisco Telixtlahuaca,None,MEX-ADM2-1590546715-B1390,MEX,ADM2,Mexico,San Francisco Telixtlahuaca,484,020150,20150,020
San Juan Ihualtepec,None,MEX-ADM2-1590546715-B1391,MEX,ADM2,Mexico,San Juan Ihualtepec,484,020199,20199,020
Santa Mar�a Yalina,None,MEX-ADM2-1590546715-B1392,MEX,ADM2,Mexico,Santa María Yalina,484,020442,20442,020
San Andr�s Ixtlahuaca,None,MEX-ADM2-1590546715-B1393,MEX,ADM2,Mexico,San Andrés Ixtlahuaca,484,020092,20092,020
San Juan Bautista Guelache,None,MEX-ADM2-1590546715-B1394,MEX,ADM2,Mexico,San Juan Bautista Guelache,484,020178,20178,020
Santa Catarina Quian�,None,MEX-ADM2-1590546715-B1395,MEX,ADM2,Mexico,Santa Catarina Quiané,484,020369,20369,020
San Francisco Jaltepetongo,None,MEX-ADM2-1590546715-B1396,MEX,ADM2,Mexico,San Francisco Jaltepetongo,484,020144,20144,020
Santa Mar�a Nduayaco,None,MEX-ADM2-1590546715-B1397,MEX,ADM2,Mexico,Santa María Nduayaco,484,020423,20423,020
Tamazul�pam del Esp�ritu San,None,MEX-ADM2-1590546715-B1398,MEX,ADM2,Mexico,Tamazulápam del Espíritu Santo,484,020031,20031,020
Santiago Tetepec,None,MEX-ADM2-1590546715-B1399,MEX,ADM2,Mexico,Santiago Tetepec,484,020489,20489,020
Santiago Pinotepa Nacional,None,MEX-ADM2-1590546715-B1400,MEX,ADM2,Mexico,Santiago Pinotepa Nacional,484,020482,20482,020
Santiago Juxtlahuaca,None,MEX-ADM2-1590546715-B1401,MEX,ADM2,Mexico,Santiago Juxtlahuaca,484,020469,20469,020
Santos Reyes Nopala,None,MEX-ADM2-1590546715-B1402,MEX,ADM2,Mexico,Santos Reyes Nopala,484,020526,20526,020
Concepci�n Buenavista,None,MEX-ADM2-1590546715-B1403,MEX,ADM2,Mexico,Concepción Buenavista,484,020018,20018,020
Mazatl�n Villa de Flores,None,MEX-ADM2-1590546715-B1404,MEX,ADM2,Mexico,Mazatlán Villa de Flores,484,020058,20058,020
San Pedro Pochutla,None,MEX-ADM2-1590546715-B1405,MEX,ADM2,Mexico,San Pedro Pochutla,484,020324,20324,020
Santiago Xanica,None,MEX-ADM2-1590546715-B1406,MEX,ADM2,Mexico,Santiago Xanica,484,020495,20495,020
San Mateo R�o Hondo,None,MEX-ADM2-1590546715-B1407,MEX,ADM2,Mexico,San Mateo Río Hondo,484,020254,20254,020
Ocotl�n de Morelos,None,MEX-ADM2-1590546715-B1408,MEX,ADM2,Mexico,Ocotlán de Morelos,484,020068,20068,020
Santiago Jamiltepec,None,MEX-ADM2-1590546715-B1409,MEX,ADM2,Mexico,Santiago Jamiltepec,484,020467,20467,020
San Jer�nimo Coatl�n,None,MEX-ADM2-1590546715-B1410,MEX,ADM2,Mexico,San Jerónimo Coatlán,484,020159,20159,020
Cosolapa,None,MEX-ADM2-1590546715-B1411,MEX,ADM2,Mexico,Cosolapa,484,020021,20021,020
Santiago Suchilquitongo,None,MEX-ADM2-1590546715-B1412,MEX,ADM2,Mexico,Santiago Suchilquitongo,484,020483,20483,020
Natividad,None,MEX-ADM2-1590546715-B1413,MEX,ADM2,Mexico,Natividad,484,020062,20062,020
San Juan del Estado,None,MEX-ADM2-1590546715-B1414,MEX,ADM2,Mexico,San Juan del Estado,484,020193,20193,020
Santos Reyes Tepejillo,None,MEX-ADM2-1590546715-B1415,MEX,ADM2,Mexico,Santos Reyes Tepejillo,484,020528,20528,020
San Juan Guichicovi,None,MEX-ADM2-1590546715-B1416,MEX,ADM2,Mexico,San Juan Guichicovi,484,020198,20198,020
Silacayo�pam,None,MEX-ADM2-1590546715-B1417,MEX,ADM2,Mexico,Silacayoápam,484,020537,20537,020
Tlacolula de Matamoros,None,MEX-ADM2-1590546715-B1418,MEX,ADM2,Mexico,Santiago Matatlán,484,020475,20475,020
Mat�as Romero Avenda�o,None,MEX-ADM2-1590546715-B1419,MEX,ADM2,Mexico,Matías Romero Avendaño,484,020057,20057,020
San Bartolo Coyotepec,None,MEX-ADM2-1590546715-B1420,MEX,ADM2,Mexico,San Bartolo Coyotepec,484,020115,20115,020
Santa Mar�a Huatulco,None,MEX-ADM2-1590546715-B1421,MEX,ADM2,Mexico,Santa María Huatulco,484,020413,20413,020
Zimatl�n de �lvarez,None,MEX-ADM2-1590546715-B1422,MEX,ADM2,Mexico,Zimatlán de Álvarez,484,020570,20570,020
San Juan Lalana,None,MEX-ADM2-1590546715-B1423,MEX,ADM2,Mexico,San Juan Lalana,484,020205,20205,020
Ixtl�n de Ju�rez,None,MEX-ADM2-1590546715-B1424,MEX,ADM2,Mexico,Ixtlán de Juárez,484,020042,20042,020
Loma Bonita,None,MEX-ADM2-1590546715-B1425,MEX,ADM2,Mexico,Loma Bonita,484,020044,20044,020
Villa de Tututepec,None,MEX-ADM2-1590546715-B1426,MEX,ADM2,Mexico,Villa de Tututepec de Melchor Ocampo,484,020334,20334,020
Nejapa de Madero,None,MEX-ADM2-1590546715-B1427,MEX,ADM2,Mexico,San Carlos Yautepec,484,020125,20125,020
Santa Luc�a del Camino,None,MEX-ADM2-1590546715-B1428,MEX,ADM2,Mexico,Santa Lucía del Camino,484,020390,20390,020
San Pedro Tapanatepec,None,MEX-ADM2-1590546715-B1429,MEX,ADM2,Mexico,Chahuites,484,020025,20025,020
Santiago Lachiguiri,None,MEX-ADM2-1590546715-B1430,MEX,ADM2,Mexico,Santiago Lachiguiri,484,020470,20470,020
Heroica Ciudad de Huajuapan d*,None,MEX-ADM2-1590546715-B1431,MEX,ADM2,Mexico,Zapotitlán Palmas,484,020568,20568,020
Guevea de Humboldt,None,MEX-ADM2-1590546715-B1432,MEX,ADM2,Mexico,Guevea de Humboldt,484,020036,20036,020
San Juan Ozolotepec,None,MEX-ADM2-1590546715-B1433,MEX,ADM2,Mexico,San Francisco Ozolotepec,484,020148,20148,020
San Juan Bautista Tlachichilco,None,MEX-ADM2-1590546715-B1434,MEX,ADM2,Mexico,Silacayoápam,484,020537,20537,020
Asunci�n Nochixtl�n,None,MEX-ADM2-1590546715-B1435,MEX,ADM2,Mexico,Asunción Nochixtlán,484,020006,20006,020
Constancia del Rosario,None,MEX-ADM2-1590546715-B1436,MEX,ADM2,Mexico,Constancia del Rosario,484,020020,20020,020
San Sebasti�n Tutla,None,MEX-ADM2-1590546715-B1437,MEX,ADM2,Mexico,San Sebastián Tutla,484,020350,20350,020
Santiago Astata,None,MEX-ADM2-1590546715-B1438,MEX,ADM2,Mexico,Santiago Astata,484,020453,20453,020
Santiago Cho�pam,None,MEX-ADM2-1590546715-B1439,MEX,ADM2,Mexico,Santiago Choápam,484,020460,20460,020
Putla Villa de Guerrero,None,MEX-ADM2-1590546715-B1440,MEX,ADM2,Mexico,Putla Villa de Guerrero,484,020073,20073,020
Santo Domingo Tehuantepec,None,MEX-ADM2-1590546715-B1441,MEX,ADM2,Mexico,Santo Domingo Tehuantepec,484,020515,20515,020
San Jer�nimo Tecuanipan,None,MEX-ADM2-1590546715-B1442,MEX,ADM2,Mexico,San Pedro Cholula,484,021140,21140,021
Tecamachalco,None,MEX-ADM2-1590546715-B1443,MEX,ADM2,Mexico,Tecamachalco,484,021154,21154,021
Tochtepec,None,MEX-ADM2-1590546715-B1444,MEX,ADM2,Mexico,Tochtepec,484,021189,21189,021
Coxcatl�n,None,MEX-ADM2-1590546715-B1445,MEX,ADM2,Mexico,Coxcatlán,484,021035,21035,021
Tulcingo,None,MEX-ADM2-1590546715-B1446,MEX,ADM2,Mexico,Tulcingo,484,021191,21191,021
Rafael Lara Grajales,None,MEX-ADM2-1590546715-B1447,MEX,ADM2,Mexico,Nopalucan,484,021104,21104,021
Nealtican,None,MEX-ADM2-1590546715-B1448,MEX,ADM2,Mexico,Nealtican,484,021102,21102,021
Teteles de Avila Castillo,None,MEX-ADM2-1590546715-B1449,MEX,ADM2,Mexico,Teteles de Avila Castillo,484,021173,21173,021
